Dataset,Model,fold,true_acc,nuclear_norm,cot,N
Camelyon17,resnet,brightness_0.225,0.8985,1.37829,0.03831,2000
Camelyon17,resnet,brightness_0.25,0.8855,1.37602,0.03612,2000
Camelyon17,resnet,brightness_0.275,0.864,1.37297,0.01337,2000
Camelyon17,resnet,brightness_0.30000000000000004,0.8235,1.36278,0.04152,2000
Camelyon17,resnet,brightness_0.325,0.82,1.36057,0.05195,2000
Camelyon17,resnet,brightness_0.35000000000000003,0.8425,1.36808,0.01696,2000
Camelyon17,resnet,brightness_0.375,0.908,1.3814,0.05361,2000
Camelyon17,resnet,brightness_0.4,0.9395,1.38845,0.06288,2000
Camelyon17,resnet,brightness_0.42500000000000004,0.97,1.39299,0.021,2000
Camelyon17,resnet,brightness_0.45,0.984,1.39594,0.04588,2000
Camelyon17,resnet,brightness_0.47500000000000003,0.9865,1.39509,0.07766,2000
Camelyon17,resnet,brightness_0.5,0.9795,1.38938,0.04399,2000
Camelyon17,resnet,contrast_0.025,0.985,1.39425,0.0127,2000
Camelyon17,resnet,contrast_0.05,0.9795,1.39411,0.00434,2000
Camelyon17,resnet,contrast_0.07500000000000001,0.972,1.38908,0.01343,2000
Camelyon17,resnet,contrast_0.1,0.962,1.38579,3e-05,2000
Camelyon17,resnet,contrast_0.125,0.9505,1.37826,0.00323,2000
Camelyon17,resnet,contrast_0.15000000000000002,0.931,1.3711,0.07137,2000
Camelyon17,resnet,contrast_0.17500000000000002,0.909,1.36283,0.0495,2000
Camelyon17,resnet,contrast_0.2,0.858,1.34397,0.16463,2000
Camelyon17,resnet,contrast_0.225,0.8065,1.33032,0.24665,2000
Camelyon17,resnet,contrast_0.25,0.7405,1.30681,0.36465,2000
Camelyon17,resnet,contrast_0.275,0.6625,1.29557,0.44095,2000
Camelyon17,resnet,contrast_0.30000000000000004,0.652,1.29576,0.4237,2000
Camelyon17,resnet,contrast_0.325,0.63,1.30328,0.33592,2000
Camelyon17,resnet,contrast_0.35000000000000003,0.643,1.30018,0.35076,2000
Camelyon17,resnet,contrast_0.375,0.6415,1.29687,0.40053,2000
Camelyon17,resnet,contrast_0.4,0.6455,1.29637,0.4351,2000
Camelyon17,resnet,contrast_0.42500000000000004,0.6585,1.28384,0.47908,2000
Camelyon17,resnet,contrast_0.45,0.672,1.29002,0.43713,2000
Camelyon17,resnet,contrast_0.47500000000000003,0.702,1.30184,0.39564,2000
Camelyon17,resnet,contrast_0.5,0.74,1.3144,0.32553,2000
Camelyon17,resnet,smear_0.025,0.9855,1.39604,0.05838,2000
Camelyon17,resnet,smear_0.05,0.983,1.3941,0.01865,2000
Camelyon17,resnet,smear_0.07500000000000001,0.985,1.39388,0.01494,2000
Camelyon17,resnet,smear_0.1,0.984,1.39329,0.0052,2000
Camelyon17,resnet,smear_0.125,0.985,1.39472,0.00878,2000
Camelyon17,resnet,smear_0.15000000000000002,0.982,1.39047,0.06632,2000
Camelyon17,resnet,smear_0.17500000000000002,0.9775,1.3871,0.03664,2000
Camelyon17,resnet,smear_0.2,0.979,1.38858,0.06493,2000
Camelyon17,resnet,smear_0.225,0.976,1.38634,0.04886,2000
Camelyon17,resnet,smear_0.25,0.9745,1.38223,0.04527,2000
Camelyon17,resnet,smear_0.275,0.9725,1.38258,0.06508,2000
Camelyon17,resnet,smear_0.30000000000000004,0.9665,1.38165,0.08837,2000
Camelyon17,resnet,smear_0.325,0.959,1.3719,0.08473,2000
Camelyon17,resnet,smear_0.35000000000000003,0.962,1.37439,0.10184,2000
Camelyon17,resnet,smear_0.375,0.953,1.37117,0.12133,2000
Camelyon17,resnet,smear_0.4,0.939,1.36453,0.12679,2000
Camelyon17,resnet,smear_0.42500000000000004,0.939,1.35921,0.1152,2000
Camelyon17,resnet,smear_0.45,0.9165,1.35402,0.14605,2000
Camelyon17,resnet,smear_0.47500000000000003,0.9115,1.35249,0.2078,2000
Camelyon17,resnet,smear_0.5,0.9055,1.35169,0.19871,2000
Camelyon17,resnet,fog_0.025,0.981,1.39347,0.03363,2000
Camelyon17,resnet,fog_0.05,0.985,1.39617,0.02252,2000
Camelyon17,resnet,fog_0.07500000000000001,0.9795,1.3963,0.00671,2000
Camelyon17,resnet,fog_0.1,0.9905,1.39501,0.04301,2000
Camelyon17,resnet,fog_0.125,0.9855,1.39568,0.01358,2000
Camelyon17,resnet,fog_0.15000000000000002,0.9835,1.39531,0.04186,2000
Camelyon17,resnet,fog_0.17500000000000002,0.985,1.39466,0.01786,2000
Camelyon17,resnet,fog_0.2,0.9835,1.39483,0.0237,2000
Camelyon17,resnet,fog_0.225,0.983,1.39462,0.01344,2000
Camelyon17,resnet,fog_0.25,0.986,1.396,0.01417,2000
Camelyon17,resnet,fog_0.275,0.988,1.39716,0.01342,2000
Camelyon17,resnet,fog_0.30000000000000004,0.98,1.39485,0.01591,2000
Camelyon17,resnet,fog_0.325,0.9835,1.39649,0.02171,2000
Camelyon17,resnet,fog_0.35000000000000003,0.99,1.39549,0.01257,2000
Camelyon17,resnet,fog_0.375,0.986,1.3949,0.04572,2000
Camelyon17,resnet,fog_0.4,0.985,1.3969,0.03983,2000
Camelyon17,resnet,fog_0.42500000000000004,0.9835,1.39722,0.0471,2000
Camelyon17,resnet,fog_0.45,0.988,1.39768,0.05927,2000
Camelyon17,resnet,fog_0.47500000000000003,0.984,1.39704,0.05265,2000
Camelyon17,resnet,fog_0.5,0.9855,1.39591,0.0021,2000
Camelyon17,resnet,jpeg_0.025,0.984,1.39431,0.0338,2000
Camelyon17,resnet,jpeg_0.05,0.982,1.39415,0.04409,2000
Camelyon17,resnet,jpeg_0.07500000000000001,0.9825,1.39275,0.00248,2000
Camelyon17,resnet,jpeg_0.1,0.981,1.39418,0.04034,2000
Camelyon17,resnet,jpeg_0.125,0.9815,1.39194,0.02269,2000
Camelyon17,resnet,jpeg_0.15000000000000002,0.985,1.39714,0.01373,2000
Camelyon17,resnet,jpeg_0.17500000000000002,0.9805,1.39324,0.01713,2000
Camelyon17,resnet,jpeg_0.2,0.9835,1.39502,0.00143,2000
Camelyon17,resnet,jpeg_0.225,0.9845,1.39494,0.06065,2000
Camelyon17,resnet,jpeg_0.25,0.9825,1.39441,0.03928,2000
Camelyon17,resnet,jpeg_0.275,0.9865,1.39692,0.01258,2000
Camelyon17,resnet,jpeg_0.30000000000000004,0.985,1.39621,0.02147,2000
Camelyon17,resnet,jpeg_0.325,0.979,1.39252,0.0133,2000
Camelyon17,resnet,jpeg_0.35000000000000003,0.983,1.39379,0.01937,2000
Camelyon17,resnet,jpeg_0.375,0.9865,1.39317,0.01756,2000
Camelyon17,resnet,jpeg_0.4,0.9845,1.3965,0.02583,2000
Camelyon17,resnet,jpeg_0.42500000000000004,0.979,1.3919,0.00641,2000
Camelyon17,resnet,jpeg_0.45,0.98,1.39401,0.01016,2000
Camelyon17,resnet,jpeg_0.47500000000000003,0.979,1.39495,0.00261,2000
Camelyon17,resnet,jpeg_0.5,0.983,1.39413,0.03167,2000
Camelyon17,vit,ind_val,0.967,1.37118,0.0,2000
Camelyon17,vit,ind_test,0.9695,1.37137,0.01562,2000
Camelyon17,vit,OoD Val,0.795,1.31938,0.06403,2000
Camelyon17,vit,OoD Test,0.6605,1.20306,0.41967,2000
Camelyon17,vit,noise_0.025,0.966,1.36905,0.05887,2000
Camelyon17,vit,noise_0.05,0.9685,1.37078,0.00734,2000
Camelyon17,vit,noise_0.07500000000000001,0.9715,1.36601,0.0281,2000
Camelyon17,vit,noise_0.1,0.964,1.35672,0.03948,2000
Camelyon17,vit,noise_0.125,0.964,1.35952,0.04848,2000
Camelyon17,vit,noise_0.15000000000000002,0.9435,1.35085,0.02963,2000
Camelyon17,vit,noise_0.17500000000000002,0.9405,1.33754,0.05717,2000
Camelyon17,vit,noise_0.2,0.9375,1.33683,0.01611,2000
Camelyon17,vit,noise_0.225,0.9225,1.32478,0.01168,2000
Camelyon17,vit,noise_0.25,0.923,1.31876,0.01189,2000
Camelyon17,vit,noise_0.275,0.899,1.3072,0.00919,2000
Camelyon17,vit,noise_0.30000000000000004,0.8885,1.29005,0.0504,2000
Camelyon17,vit,noise_0.325,0.876,1.28243,0.02161,2000
Camelyon17,vit,noise_0.35000000000000003,0.845,1.26327,0.06635,2000
Camelyon17,vit,noise_0.375,0.831,1.25405,0.08182,2000
Camelyon17,vit,noise_0.4,0.808,1.23949,0.15871,2000
Camelyon17,vit,noise_0.42500000000000004,0.795,1.2326,0.20746,2000
Camelyon17,vit,noise_0.45,0.78,1.21597,0.26484,2000
Camelyon17,vit,noise_0.47500000000000003,0.7165,1.20533,0.25622,2000
Camelyon17,vit,noise_0.5,0.6915,1.2056,0.29058,2000
Camelyon17,vit,multnoise_0.025,0.973,1.37287,0.00494,2000
Camelyon17,vit,multnoise_0.05,0.9695,1.3698,0.04252,2000
Camelyon17,vit,multnoise_0.07500000000000001,0.9645,1.36109,0.01033,2000
Camelyon17,vit,multnoise_0.1,0.9485,1.35133,0.05131,2000
Camelyon17,vit,multnoise_0.125,0.941,1.34413,0.04268,2000
Camelyon17,vit,multnoise_0.15000000000000002,0.929,1.32997,0.01471,2000
Camelyon17,vit,multnoise_0.17500000000000002,0.9165,1.32166,0.05577,2000
Camelyon17,vit,multnoise_0.2,0.894,1.30164,0.01183,2000
Camelyon17,vit,multnoise_0.225,0.8855,1.28419,0.01918,2000
Camelyon17,vit,multnoise_0.25,0.847,1.26948,0.06618,2000
Camelyon17,vit,multnoise_0.275,0.81,1.25929,0.08834,2000
Camelyon17,vit,multnoise_0.30000000000000004,0.7855,1.24359,0.18408,2000
Camelyon17,vit,multnoise_0.325,0.7425,1.23182,0.23041,2000
Camelyon17,vit,multnoise_0.35000000000000003,0.7235,1.22852,0.29072,2000
Camelyon17,vit,multnoise_0.375,0.687,1.21837,0.28924,2000
Camelyon17,vit,multnoise_0.4,0.689,1.21432,0.35207,2000
Camelyon17,vit,multnoise_0.42500000000000004,0.672,1.21324,0.35904,2000
Camelyon17,vit,multnoise_0.45,0.6665,1.20414,0.38877,2000
Camelyon17,vit,multnoise_0.47500000000000003,0.6525,1.20783,0.4201,2000
Camelyon17,vit,multnoise_0.5,0.674,1.19874,0.43689,2000
Camelyon17,vit,hue_0.025,0.955,1.35065,0.07523,2000
Camelyon17,vit,hue_0.05,0.916,1.32218,0.04382,2000
Camelyon17,vit,hue_0.07500000000000001,0.849,1.30293,0.00077,2000
Camelyon17,vit,hue_0.1,0.786,1.2948,0.06807,2000
Camelyon17,vit,hue_0.125,0.7275,1.29641,0.11842,2000
Camelyon17,vit,hue_0.15000000000000002,0.7035,1.28687,0.13919,2000
Camelyon17,vit,hue_0.17500000000000002,0.669,1.26436,0.13328,2000
Camelyon17,vit,hue_0.2,0.5905,1.22042,0.20782,2000
Camelyon17,vit,hue_0.225,0.5205,1.19536,0.31933,2000
Camelyon17,vit,hue_0.25,0.456,1.19295,0.47368,2000
Camelyon17,vit,hue_0.275,0.456,1.17599,0.64267,2000
Camelyon17,vit,hue_0.30000000000000004,0.4835,1.13644,0.80939,2000
Camelyon17,vit,hue_0.325,0.4895,1.10597,0.88783,2000
Camelyon17,vit,hue_0.35000000000000003,0.5065,1.08553,0.91919,2000
Camelyon17,vit,hue_0.375,0.5155,1.08605,0.92402,2000
Camelyon17,vit,hue_0.4,0.499,1.05895,0.94759,2000
Camelyon17,vit,hue_0.42500000000000004,0.497,1.0423,0.96495,2000
Camelyon17,vit,hue_0.45,0.5035,1.02091,0.97406,2000
Camelyon17,vit,hue_0.47500000000000003,0.5035,1.0185,0.97644,2000
Camelyon17,vit,hue_0.5,0.512,1.01579,0.97753,2000
Camelyon17,vit,saltpepper_0.025,0.835,1.26267,0.02286,2000
Camelyon17,vit,saltpepper_0.05,0.8275,1.2548,0.01558,2000
Camelyon17,vit,saltpepper_0.07500000000000001,0.827,1.25149,0.0187,2000
Camelyon17,vit,saltpepper_0.1,0.789,1.23962,0.01479,2000
Camelyon17,vit,saltpepper_0.125,0.8025,1.23728,0.00431,2000
Camelyon17,vit,saltpepper_0.15000000000000002,0.794,1.23175,0.03703,2000
Camelyon17,vit,saltpepper_0.17500000000000002,0.813,1.23368,0.01627,2000
Camelyon17,vit,saltpepper_0.2,0.7995,1.22168,0.03484,2000
Camelyon17,vit,saltpepper_0.225,0.817,1.23463,0.0419,2000
Camelyon17,vit,saltpepper_0.25,0.8135,1.22484,0.00717,2000
Camelyon17,vit,saltpepper_0.275,0.8395,1.22734,0.02028,2000
Camelyon17,vit,saltpepper_0.30000000000000004,0.8075,1.21605,0.0136,2000
Camelyon17,vit,saltpepper_0.325,0.785,1.20851,0.02844,2000
Camelyon17,vit,saltpepper_0.35000000000000003,0.7825,1.19847,0.09908,2000
Camelyon17,vit,saltpepper_0.375,0.793,1.19668,0.05697,2000
Camelyon17,vit,saltpepper_0.4,0.7675,1.19437,0.09713,2000
Camelyon17,vit,saltpepper_0.42500000000000004,0.7325,1.17895,0.08558,2000
Camelyon17,vit,saltpepper_0.45,0.7295,1.17829,0.13615,2000
Camelyon17,vit,saltpepper_0.47500000000000003,0.7155,1.1649,0.2488,2000
Camelyon17,vit,saltpepper_0.5,0.6575,1.15614,0.24198,2000
Camelyon17,vit,brightness_0.025,0.9735,1.37099,0.00679,2000
Camelyon17,vit,brightness_0.05,0.971,1.37017,0.01572,2000
Camelyon17,vit,brightness_0.07500000000000001,0.9665,1.36944,0.02858,2000
Camelyon17,vit,brightness_0.1,0.9685,1.3702,0.03097,2000
Camelyon17,vit,brightness_0.125,0.976,1.37041,0.0431,2000
Camelyon17,vit,brightness_0.15000000000000002,0.971,1.36665,0.00243,2000
Camelyon17,vit,brightness_0.17500000000000002,0.9665,1.36968,0.06393,2000
Camelyon17,vit,brightness_0.2,0.9695,1.36616,0.02509,2000
Camelyon17,vit,brightness_0.225,0.9605,1.36118,0.01664,2000
Camelyon17,vit,brightness_0.25,0.9605,1.36507,0.06242,2000
Camelyon17,vit,brightness_0.275,0.959,1.36295,0.06984,2000
Camelyon17,vit,brightness_0.30000000000000004,0.9495,1.35631,0.04975,2000
Camelyon17,vit,brightness_0.325,0.9515,1.35399,0.05379,2000
Camelyon17,vit,brightness_0.35000000000000003,0.9505,1.36131,0.0669,2000
Camelyon17,vit,brightness_0.375,0.962,1.36229,0.02173,2000
Camelyon17,vit,brightness_0.4,0.9575,1.36439,0.00324,2000
Camelyon17,vit,brightness_0.42500000000000004,0.965,1.3665,0.00659,2000
Camelyon17,vit,brightness_0.45,0.9755,1.37482,0.03316,2000
Camelyon17,vit,brightness_0.47500000000000003,0.9735,1.3715,0.00512,2000
Camelyon17,vit,brightness_0.5,0.9745,1.36935,0.02803,2000
Camelyon17,vit,contrast_0.025,0.9725,1.37006,0.04327,2000
Camelyon17,vit,contrast_0.05,0.9705,1.3665,0.04768,2000
Camelyon17,vit,contrast_0.07500000000000001,0.957,1.36016,0.04301,2000
Camelyon17,vit,contrast_0.1,0.957,1.36041,0.06932,2000
Camelyon17,vit,contrast_0.125,0.9555,1.35109,0.0442,2000
Camelyon17,vit,contrast_0.15000000000000002,0.9465,1.34545,0.08226,2000
Camelyon17,vit,contrast_0.17500000000000002,0.9265,1.33346,0.08368,2000
Camelyon17,vit,contrast_0.2,0.907,1.31931,0.14337,2000
Camelyon17,vit,contrast_0.225,0.8895,1.31006,0.15011,2000
Camelyon17,vit,contrast_0.25,0.8515,1.29007,0.21075,2000
Camelyon17,vit,contrast_0.275,0.818,1.27245,0.27525,2000
Camelyon17,vit,contrast_0.30000000000000004,0.799,1.26185,0.29758,2000
Camelyon17,vit,contrast_0.325,0.76,1.24496,0.30274,2000
Camelyon17,vit,contrast_0.35000000000000003,0.753,1.23965,0.32928,2000
Camelyon17,vit,contrast_0.375,0.7835,1.25432,0.28956,2000
Camelyon17,vit,contrast_0.4,0.8,1.2664,0.27217,2000
Camelyon17,vit,contrast_0.42500000000000004,0.822,1.27384,0.25289,2000
Camelyon17,vit,contrast_0.45,0.8195,1.27292,0.24543,2000
Camelyon17,vit,contrast_0.47500000000000003,0.8465,1.28702,0.2047,2000
Camelyon17,vit,contrast_0.5,0.856,1.29282,0.16527,2000
Camelyon17,vit,smear_0.025,0.971,1.37189,0.0186,2000
Camelyon17,vit,smear_0.05,0.973,1.37007,0.06869,2000
Camelyon17,vit,smear_0.07500000000000001,0.9715,1.37061,0.00578,2000
Camelyon17,vit,smear_0.1,0.974,1.37178,7e-05,2000
Camelyon17,vit,smear_0.125,0.965,1.36646,0.03146,2000
Camelyon17,vit,smear_0.15000000000000002,0.9705,1.36665,0.05125,2000
Camelyon17,vit,smear_0.17500000000000002,0.971,1.36705,0.03979,2000
Camelyon17,vit,smear_0.2,0.9665,1.36777,0.03931,2000
Camelyon17,vit,smear_0.225,0.9675,1.3662,0.03242,2000
Camelyon17,vit,smear_0.25,0.969,1.36689,0.02267,2000
Camelyon17,vit,smear_0.275,0.9725,1.36718,0.02204,2000
Camelyon17,vit,smear_0.30000000000000004,0.9735,1.36608,0.02512,2000
Camelyon17,vit,smear_0.325,0.978,1.36709,0.04688,2000
Camelyon17,vit,smear_0.35000000000000003,0.968,1.3662,0.04524,2000
Camelyon17,vit,smear_0.375,0.9655,1.36421,0.03965,2000
Camelyon17,vit,smear_0.4,0.962,1.36328,0.05955,2000
Camelyon17,vit,smear_0.42500000000000004,0.9595,1.36125,0.04466,2000
Camelyon17,vit,smear_0.45,0.9665,1.36252,0.05409,2000
Camelyon17,vit,smear_0.47500000000000003,0.968,1.36149,0.03624,2000
Camelyon17,vit,smear_0.5,0.9655,1.36546,0.05331,2000
Camelyon17,vit,fog_0.025,0.9705,1.37106,0.02519,2000
Camelyon17,vit,fog_0.05,0.971,1.37288,0.03329,2000
Camelyon17,vit,fog_0.07500000000000001,0.9765,1.37076,0.02742,2000
Camelyon17,vit,fog_0.1,0.972,1.37009,0.00091,2000
Camelyon17,vit,fog_0.125,0.9735,1.37158,0.0144,2000
Camelyon17,vit,fog_0.15000000000000002,0.9745,1.36909,0.04844,2000
Camelyon17,vit,fog_0.17500000000000002,0.9675,1.36903,0.01718,2000
Camelyon17,vit,fog_0.2,0.978,1.3744,0.01997,2000
Camelyon17,vit,fog_0.225,0.972,1.37154,0.02754,2000
Camelyon17,vit,fog_0.25,0.9735,1.37184,0.02412,2000
Camelyon17,vit,fog_0.275,0.9685,1.37065,0.0674,2000
Camelyon17,vit,fog_0.30000000000000004,0.9765,1.37129,0.00816,2000
Camelyon17,vit,fog_0.325,0.9715,1.36973,0.01743,2000
Camelyon17,vit,fog_0.35000000000000003,0.9685,1.36957,0.03578,2000
Camelyon17,vit,fog_0.375,0.976,1.3706,0.02105,2000
Camelyon17,vit,fog_0.4,0.973,1.36896,0.03861,2000
Camelyon17,vit,fog_0.42500000000000004,0.9685,1.36871,0.03065,2000
Camelyon17,vit,fog_0.45,0.967,1.36655,0.00564,2000
Camelyon17,vit,fog_0.47500000000000003,0.9715,1.36836,0.01846,2000
Camelyon17,vit,fog_0.5,0.973,1.36829,0.00782,2000
Camelyon17,vit,jpeg_0.025,0.9755,1.37066,0.02127,2000
Camelyon17,vit,jpeg_0.05,0.97,1.36959,0.02109,2000
Camelyon17,vit,jpeg_0.07500000000000001,0.9725,1.37302,0.03087,2000
Camelyon17,vit,jpeg_0.1,0.974,1.36919,0.01662,2000
Camelyon17,vit,jpeg_0.125,0.977,1.37107,0.02683,2000
Camelyon17,vit,jpeg_0.15000000000000002,0.9675,1.37038,0.02205,2000
Camelyon17,vit,jpeg_0.17500000000000002,0.9715,1.36975,0.00626,2000
Camelyon17,vit,jpeg_0.2,0.969,1.37202,0.04852,2000
Camelyon17,vit,jpeg_0.225,0.9685,1.37056,0.0046,2000
Camelyon17,vit,jpeg_0.25,0.973,1.37309,0.01265,2000
Camelyon17,vit,jpeg_0.275,0.9715,1.37303,0.02265,2000
Camelyon17,vit,jpeg_0.30000000000000004,0.973,1.36979,0.04096,2000
Camelyon17,vit,jpeg_0.325,0.971,1.36825,0.02139,2000
Camelyon17,vit,jpeg_0.35000000000000003,0.978,1.37128,0.04126,2000
Camelyon17,vit,jpeg_0.375,0.9685,1.3657,0.01339,2000
Camelyon17,vit,jpeg_0.4,0.9775,1.37233,0.00217,2000
Camelyon17,vit,jpeg_0.42500000000000004,0.973,1.37042,0.05179,2000
Camelyon17,vit,jpeg_0.45,0.965,1.36512,0.00812,2000
Camelyon17,vit,jpeg_0.47500000000000003,0.9735,1.36937,0.07874,2000
Camelyon17,vit,jpeg_0.5,0.966,1.3696,0.05094,2000
IWildCam,resnet,ind_val,0.677,3.09592,0.0,2000
IWildCam,resnet,ind_test,0.5565,3.64602,0.3901,2000
IWildCam,resnet,OoD Val,0.4205,3.31947,0.64504,2000
IWildCam,resnet,OoD Test,0.4695,3.16253,0.42543,2000
IWildCam,resnet,noise_0.025,0.384,2.73939,0.36359,2000
IWildCam,resnet,noise_0.05,0.3205,2.14313,0.73769,2000
IWildCam,resnet,noise_0.07500000000000001,0.2335,1.88387,0.89684,2000
IWildCam,resnet,noise_0.1,0.208,1.67269,0.99571,2000
IWildCam,resnet,noise_0.125,0.2085,1.55545,1.06832,2000
IWildCam,resnet,noise_0.15000000000000002,0.1895,1.4534,1.09505,2000
IWildCam,resnet,noise_0.17500000000000002,0.2065,1.36387,1.12177,2000
IWildCam,resnet,noise_0.2,0.188,1.2987,1.12624,2000
IWildCam,resnet,noise_0.225,0.2165,1.22117,1.1243,2000
IWildCam,resnet,noise_0.25,0.258,1.09079,1.12873,2000
IWildCam,resnet,noise_0.275,0.24,1.01676,1.13918,2000
IWildCam,resnet,noise_0.30000000000000004,0.24,1.00104,1.14827,2000
IWildCam,resnet,noise_0.325,0.251,1.00017,1.14862,2000
IWildCam,resnet,noise_0.35000000000000003,0.232,1.00001,1.14867,2000
IWildCam,resnet,noise_0.375,0.2535,1.0,1.14867,2000
IWildCam,resnet,noise_0.4,0.2455,1.0,1.14867,2000
IWildCam,resnet,noise_0.42500000000000004,0.2515,1.0,1.14867,2000
IWildCam,resnet,noise_0.45,0.2405,1.0,1.14867,2000
IWildCam,resnet,noise_0.47500000000000003,0.243,1.0,1.14867,2000
IWildCam,resnet,noise_0.5,0.2605,1.0,1.14867,2000
IWildCam,resnet,multnoise_0.025,0.4815,3.32375,0.37132,2000
IWildCam,resnet,multnoise_0.05,0.34,2.69601,0.48712,2000
IWildCam,resnet,multnoise_0.07500000000000001,0.2625,2.26138,0.71868,2000
IWildCam,resnet,multnoise_0.1,0.212,1.9968,0.89695,2000
IWildCam,resnet,multnoise_0.125,0.201,1.86274,0.98918,2000
IWildCam,resnet,multnoise_0.15000000000000002,0.2065,1.75214,1.00964,2000
IWildCam,resnet,multnoise_0.17500000000000002,0.211,1.63719,0.9912,2000
IWildCam,resnet,multnoise_0.2,0.2395,1.5384,1.03614,2000
IWildCam,resnet,multnoise_0.225,0.2435,1.40535,1.06053,2000
IWildCam,resnet,multnoise_0.25,0.2295,1.3172,1.08379,2000
IWildCam,resnet,multnoise_0.275,0.246,1.25127,1.10035,2000
IWildCam,resnet,multnoise_0.30000000000000004,0.244,1.18491,1.11639,2000
IWildCam,resnet,multnoise_0.325,0.225,1.13619,1.1233,2000
IWildCam,resnet,multnoise_0.35000000000000003,0.239,1.10591,1.12523,2000
IWildCam,resnet,multnoise_0.375,0.2465,1.11123,1.12534,2000
IWildCam,resnet,multnoise_0.4,0.245,1.09518,1.12727,2000
IWildCam,resnet,multnoise_0.42500000000000004,0.245,1.08515,1.12671,2000
IWildCam,resnet,multnoise_0.45,0.2515,1.06351,1.12915,2000
IWildCam,resnet,multnoise_0.47500000000000003,0.2325,1.07491,1.12672,2000
IWildCam,resnet,multnoise_0.5,0.2455,1.06543,1.13131,2000
IWildCam,resnet,hue_0.025,0.5625,3.6653,0.39657,2000
IWildCam,resnet,hue_0.05,0.582,3.62761,0.36737,2000
IWildCam,resnet,hue_0.07500000000000001,0.566,3.72875,0.37767,2000
IWildCam,resnet,hue_0.1,0.5395,3.68295,0.39293,2000
IWildCam,resnet,hue_0.125,0.554,3.62422,0.34823,2000
IWildCam,resnet,hue_0.15000000000000002,0.5255,3.59205,0.36744,2000
IWildCam,resnet,hue_0.17500000000000002,0.525,3.62328,0.36855,2000
IWildCam,resnet,hue_0.2,0.522,3.57929,0.36756,2000
IWildCam,resnet,hue_0.225,0.509,3.57646,0.37041,2000
IWildCam,resnet,hue_0.25,0.504,3.4595,0.36775,2000
IWildCam,resnet,hue_0.275,0.4985,3.46586,0.35428,2000
IWildCam,resnet,hue_0.30000000000000004,0.503,3.44777,0.32915,2000
IWildCam,resnet,hue_0.325,0.4885,3.47477,0.34099,2000
IWildCam,resnet,hue_0.35000000000000003,0.486,3.46024,0.31704,2000
IWildCam,resnet,hue_0.375,0.4935,3.38662,0.29182,2000
IWildCam,resnet,hue_0.4,0.474,3.34483,0.28431,2000
IWildCam,resnet,hue_0.42500000000000004,0.485,3.28414,0.26405,2000
IWildCam,resnet,hue_0.45,0.4705,3.31302,0.28574,2000
IWildCam,resnet,hue_0.47500000000000003,0.471,3.27867,0.26487,2000
IWildCam,resnet,hue_0.5,0.4645,3.20207,0.2689,2000
IWildCam,resnet,saltpepper_0.025,0.2295,1.17742,1.12955,2000
IWildCam,resnet,saltpepper_0.05,0.216,1.17346,1.12955,2000
IWildCam,resnet,saltpepper_0.07500000000000001,0.227,1.1407,1.12955,2000
IWildCam,resnet,saltpepper_0.1,0.236,1.07458,1.12955,2000
IWildCam,resnet,saltpepper_0.125,0.2365,1.03763,1.13826,2000
IWildCam,resnet,saltpepper_0.15000000000000002,0.2465,1.01425,1.14689,2000
IWildCam,resnet,saltpepper_0.17500000000000002,0.2455,1.00744,1.14795,2000
IWildCam,resnet,saltpepper_0.2,0.252,1.00239,1.1484,2000
IWildCam,resnet,saltpepper_0.225,0.2405,1.00041,1.14863,2000
IWildCam,resnet,saltpepper_0.25,0.248,1.00006,1.14866,2000
IWildCam,resnet,saltpepper_0.275,0.2255,1.00001,1.14867,2000
IWildCam,resnet,saltpepper_0.30000000000000004,0.249,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.325,0.254,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.35000000000000003,0.2475,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.375,0.2485,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.4,0.245,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.42500000000000004,0.2445,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.45,0.2465,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.47500000000000003,0.244,1.0,1.14867,2000
IWildCam,resnet,saltpepper_0.5,0.256,1.0,1.14867,2000
IWildCam,resnet,brightness_0.025,0.5625,3.6327,0.36274,2000
IWildCam,resnet,brightness_0.05,0.566,3.58243,0.36089,2000
IWildCam,resnet,brightness_0.07500000000000001,0.568,3.64433,0.37431,2000
IWildCam,resnet,brightness_0.1,0.58,3.58328,0.37001,2000
IWildCam,resnet,brightness_0.125,0.5435,3.6216,0.40472,2000
IWildCam,resnet,brightness_0.15000000000000002,0.575,3.52843,0.37875,2000
IWildCam,resnet,brightness_0.17500000000000002,0.568,3.5909,0.39116,2000
IWildCam,resnet,brightness_0.2,0.5705,3.59977,0.36879,2000
IWildCam,resnet,brightness_0.225,0.555,3.59226,0.40533,2000
IWildCam,resnet,brightness_0.25,0.553,3.57134,0.3619,2000
IWildCam,resnet,brightness_0.275,0.559,3.53133,0.37235,2000
IWildCam,resnet,brightness_0.30000000000000004,0.548,3.46988,0.39101,2000
IWildCam,resnet,brightness_0.325,0.559,3.51711,0.39677,2000
IWildCam,resnet,brightness_0.35000000000000003,0.5575,3.53227,0.34737,2000
